datetime,actual_value,xgboost_forecast,lightgbm_forecast,gradient_boosting_forecast,catboost_forecast,adaboost_forecast,lstm_forecast
2025-12-22 01:30:00,9.17,9.914637,9.309315914166165,9.251859503352454,10.11383759221858,8.358820706538975,9.58
2025-12-22 02:00:00,9.27,9.97794,9.434946231931107,9.29160346107739,10.700746426964905,8.54492393296032,9.72
2025-12-22 02:30:00,9.27,10.059067,9.466445977053732,9.31489677316619,10.10969690737196,8.578707448540385,9.73
2025-12-22 03:00:00,9.17,10.167404,9.443555783706213,9.253814670464084,9.921702355973473,8.578707448540385,9.79
2025-12-22 03:30:00,9.17,10.293973,9.487849987571614,9.369406728490365,9.979048718543988,8.578707448540385,9.89
2025-12-22 04:00:00,9.0,10.405274,9.523423011603178,9.441327854855126,9.845682059567055,8.578707448540385,9.93
2025-12-22 04:30:00,9.11,10.652323,9.501848320896212,9.458938206592803,9.772764002207095,8.578707448540385,9.72
2025-12-22 05:00:00,9.17,10.768035,9.605783179915113,9.62962292054749,9.161345759656816,8.618138550787236,9.95
2025-12-22 05:30:00,9.17,10.811864,9.97498761969768,10.34345778597571,8.949166465797294,8.924472233605046,10.29
2025-12-22 06:00:00,8.88,11.07116,10.244121027923278,10.803543876792428,9.618370683494724,9.870817557511112,10.54
2025-12-22 06:30:00,9.49,11.5679035,10.527425002356834,11.410288971192244,10.100493645195543,11.94434315734298,10.72
2025-12-22 07:00:00,10.19,11.86615,11.106925154476896,11.556683065874536,10.964852048929638,13.089508514437254,11.17
2025-12-22 07:30:00,10.25,11.846926,11.176667780298892,11.481553487982511,10.896784195146791,13.089508514437254,10.76
2025-12-22 08:00:00,10.77,11.90615,10.879657046276224,11.53781244345774,12.290221973811896,13.089508514437254,10.76
2025-12-22 08:30:00,10.14,11.629116,10.984047937586018,11.215454648731722,12.5735481602864,11.348880059043385,10.52
2025-12-22 09:00:00,9.92,12.15324,11.724040383026908,11.639053187905612,13.978277501653665,12.45750477789977,10.13
2025-12-22 09:30:00,8.22,11.137843,11.450484531767554,9.350004376898328,13.972051175250622,9.340302995785247,9.88
2025-12-22 10:00:00,8.15,10.780059,9.802257845684268,9.03581312878833,12.166533720956002,8.578707448540385,8.68
2025-12-22 10:30:00,8.12,10.626809,9.384211947325094,8.968971536172093,12.145581060206656,8.356519120982403,8.64
2025-12-22 11:00:00,8.1,9.998576,9.645678617461757,10.30451367435311,12.119961924224167,7.748290504544496,8.53
2025-12-22 11:30:00,8.1,9.830753,10.471982273915849,11.131163868349184,13.524115539797677,7.492382594314744,9.54
2025-12-22 12:00:00,8.06,10.025852,10.215542987924808,11.959176910617488,12.983092040137254,7.0607999930633865,9.41
2025-12-22 12:30:00,7.99,9.839702,9.8924471331112,12.36398229089458,10.176245231358504,7.0607999930633865,9.6
